Date,Season,Year,Type,Country,Source,Age,Sex,State,Location,Fatal Y/N,Activity,Species
02-Oct,Fall,1864,Sea Disaster,usa,national republican 10/11/1864,Unknown,M,North Carolina,"Cedar Island, Carteret County",Y,other,other
Unknown,Unknown,1864,Provoked,france,"c. moore, gsaf",Unknown,M,Alpes Maritime,Antibes,N,other,other
Unknown,Unknown,1864,Unprovoked,scotland,c. moore citing r. peirce,Unknown,M,Edinburgh,Granton,N,other,other
12-Aug,Summer,1864,Unprovoked,usa,"ny times, 8/13/1864",13,M,New York,Mahattan,N,swimming,other
Unknown,Unknown,1864,Unprovoked,madagascar,"north adams transcript, 3/18/1898",Unknown,M,Unknown,,Y,other,other
25-Jul,,1864,Unprovoked,spain,"c. moore, gsaf",Unknown,M,Eastern Catalona,Badalona,Y,other,other
Unknown,Unknown,1864,Unprovoked,mauritius,"north adams transcript, 3/18/1898",Unknown,M,Unknown,,Y,other,other
09-Apr,,1864,Unprovoked,china,"c. moore, gsaf",Unknown,M,Unknown,Macao Harbor,Unknown,swimming,other
Unknown,Unknown,1864,Unprovoked,mauritius,"north adams transcript, 3/18/1898",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1864,Unprovoked,panama,"chicago tribune, 1/27/1864",Unknown,M,Colón Province,Aspinwall (Col n),Y,other,other
Unknown,Unknown,1864,Unprovoked,new zealand,"otago witness, 1/16/1864",Unknown,M,Foveaux Strait,Stewart Island,Y,boating,other
02-Jan,,1864,Unprovoked,new zealand,"wellington independent, 1/21/1864",Unknown,M,Unknown,"Brickfield Bay, Auckland Harbour",N,other,other
Unknown,Unknown,1864,Unprovoked,indonesia,"north adams transcript, 3/18/1898",Unknown,M,Sumatra,Off Acheen Head,Y,other,other
Unknown,Unknown,1864,Invalid,australia,"the argus, 11/24/1868",Unknown,M,South Australia,"Corio Bay, Port Phillip",Unknown,swimming,other
14-Dec,,1863,Unprovoked,guinea,"p. purrington, whaling museum & old dartmouth historical society; v.m. coppleson (1958), p.321",18,M,Conakry Region,Ile de Loss,Y,other,other
Unknown,Unknown,1863,Unprovoked,usa,"ny times, 9/13/1863",Unknown,M,South Carolina,"Stono Inlet, near Charleston, Charleston County",N,other,other
Unknown,Unknown,1863,Provoked,usa,"pacific commercial advertiser, 7/9/1863",Unknown,M,Hawaii,Palama,N,fishing,other
Unknown,Unknown,1863,Unprovoked,australia,"brisbane courier, 6/12/1889, p.9",Unknown,M,Queensland,Caloundra Heads,Y,boating,other
05-Mar,,1863,Unprovoked,australia,"argus, 3/10/1863",Unknown,M,Victoria,Brighton,N,other,other
05-Feb,,1863,Invalid,south africa,"m. levine, gsaf; times of natal, 2/16/1863",26,M,Kwazulu-Natal,"Back Beach, Durban",Unknown,swimming,other
10-Jan,,1863,Unprovoked,australia,"g.p. whitley, p.259",17,M,New South Wales,"""Bellynahinch"" on the Manning River",Y,other,other
Unknown,Unknown,1863,Unprovoked,andaman islands,"north adams transcript, 3/18/1898",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1863,Unprovoked,ceylon,"north adams transcript, 3/18/1898",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1863,Unprovoked,ceylon,"north adams transcript, 3/18/1898",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1863,Unprovoked,greece,c. moore. gsaf,Unknown,M,Corfu,,Y,swimming,other
22-Dec,,1862,Unprovoked,new zealand,"v.m. coppleson (1962), p.247",28,M,Unknown,"Soldier's Point, Brick Bay, Auckland",N,swimming,other
Unknown,Unknown,1862,Unprovoked,australia,"courier, 12/19/1862",Unknown,M,Queensland,Brisbane River,Y,other,other
04-Dec,,1862,Invalid,new zealand,"bendigo advertiser, 1/3/1863",Unknown,Unknown,Unknown,Lyttleton?,Unknown,other,other
Unknown,Unknown,1862,Unprovoked,spain,c. moore. gsaf,Unknown,F,Unknown,A Spanish port,N,other,other
Unknown,Unknown,1862,Invalid,spain,c. moore. gsaf,Unknown,M,Malaga,Fuengirola,Unknown,other,other
25-Jul,,1862,Unprovoked,spain,c. moore. gsaf,18,M,Malaga,San Andres Beach,Y,swimming,other
14-Jul,,1862,Unprovoked,spain,c. moore. gsaf,18,M,Cádiz,Off Algeciras,Y,other,other
13-Jul,,1862,Unprovoked,spain,c. moore; w.h. bedlam,Unknown,M,Cádiz,Off Algeciras,Y,swimming,other
03-Jun,,1862,Unprovoked,south africa,"cape argus, 6/10/1862; m. levine, gsaf",Unknown,M,Kwazulu-Natal,Durban Harbor,N,other,other
05-May,,1862,Unprovoked,south africa,"m. levine, gsaf",Unknown,M,Kwazulu-Natal,Durban,N,other,other
Unknown,Unknown,1862,Unprovoked,usa,captain w. young,Unknown,F,Hawaii,Puna,N,other,other
Unknown,Unknown,1862,Unprovoked,japan,"otago witness, 10/28/1897",Unknown,M,Unknown,,Y,boating,other
10-Nov,,1861,Unprovoked,singapore,"the argus, 11/15/1861",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1861,Unprovoked,cuba,"new york times, 10/5/1861",Unknown,M,Unknown,60 miles off Trinidad de Cuba,N,other,other
Unknown,Unknown,1861,Unprovoked,new zealand,p. tichener,Unknown,M,Unknown,"Wynyard Wharf, Auckland Harbor",N,other,other
Unknown,Unknown,1861,Unprovoked,equatorial guinea  and  cameroon,"daily southern cross, 2/12/1861",Unknown,M,Unknown,,Y,swimming,other
Unknown,Unknown,1861,Unprovoked,australia,"moreton bay courier, 1/15/1861",Unknown,M,Queensland,Cleveland,N,other,other
26-Dec,,1860,Unprovoked,australia,"the argus, 12/31/1860",Unknown,M,New South Wales,"The Domain, Sydney",N,other,other
Unknown,Unknown,1860,Sea Disaster,canada,"baltimore sun, 10/1/1860",Unknown,M,Nova Scotia,Cape Canso,Y,fishing,other
01-Aug,Summer,1860,Unprovoked,usa,"new york times, 8/3/1860; brooklyn news, 8/3/1860, p.8",Unknown,M,New York,Brooklyn,N,swimming,other
Unknown,Unknown,1860,Unprovoked,new zealand,p.tichener,Unknown,M,Unknown,"Princes Wharf, Auckland Harbor",N,swimming,other
Unknown,Unknown,1860,Unprovoked,new zealand,p. tichener,Unknown,M,Unknown,"St. George's Bay, Auckland Harbor",Y,other,other
27-Mar,,1860,Sea Disaster,cook islands,"brisbane courier, 8/1/1866",Unknown,M,Unknown,,Y,other,other
11-Mar,,1860,Unprovoked,bahamas,"new york times, 3/26/1860",Unknown,M,Unknown,Nassau,Y,boating,other
16-Mar,Spring,1859,Unprovoked,usa,"pacific commercial advertiser, 3/24/1850",21,M,Hawaii,Off Kawaihae,Y,other,other
23-Aug,Summer,1858,Invalid,usa,"chicago tribune, 8/28/1858",Unknown,M,New York,"Staten Island, Richmond County",Unknown,swimming,other
17-Aug,Summer,1858,Invalid,usa,"chicago tribune, 8/28/1858",Unknown,M,New York,"Staten Island, Richmond County",Unknown,swimming,other
04-Apr,,1858,Unprovoked,tobago,"c. moore, gsaf",Unknown,M,Unknown,Rocky Bay,N,other,other
14-Mar,,1858,Unprovoked,australia,"moreton bay courier, 3/31/1858",22,M,Victoria,Hobson Bay,Y,other,other
Unknown,Unknown,1858,Unprovoked,usa,new york times 3/14/1858,Unknown,M,Hawaii,,Y,swimming,other
Unknown,Unknown,1858,Unprovoked,tonga,"sydney morning herald, 1/9/1858",Unknown,M,Vava'U,,Y,other,other
05-May,Spring,1857,Unprovoked,usa,"the buffalo commercial advertiser, 5//18/1857",Unknown,M,Florida,"Cape Sable, Monroe County",Y,swimming,other
Unknown,Unknown,1856,Unprovoked,fiji,"the argus, 11/25/1856",Unknown,M,Unknown,,Y,swimming,other
Unknown,Unknown,1856,Unprovoked,unknown,"pacific commercial advertiser, 11/20/1856",22,M,Unknown,,Y,swimming,other
Unknown,Unknown,1856,Unprovoked,england,"c. moore, gsaf",Unknown,M,Isle Of Wight,Colwell Bay,Y,swimming,other
06-Feb,,1856,Unprovoked,australia,"the argus, 2/8/1856",17,M,Victoria,Point Henry,Unknown,swimming,other
11-Nov,,1855,Unprovoked,australia,"maitland mercury, 11/14/1855",Unknown,M,Victoria,Melbourne,Y,swimming,other
30-Sep,Fall,1855,Sea Disaster,usa,"ny times, 10/12/1855",Unknown,M,North Carolina,Cape Hatteras,N,other,other
28-Jul,,1855,Unprovoked,unknown,"maitland mercury, 8/25/1855",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1855,Unprovoked,australia,"the argus, 4/9/1855",Unknown,F,South Australia,Port Wakefield,Y,other,other
28-Mar,,1855,Unprovoked,australia,"the register, 4/20/1926",Unknown,M,South Australia,Port Wakefield,Y,other,other
Unknown,Unknown,1855,Unprovoked,solomon islands,"the hobarton mercury, 2/12/1855",Unknown,M,Makira-Ulawa Province,Makira Island (Formerly San Cristobal),Y,swimming,other
Unknown,Unknown,1855,Invalid,australia,"brighton southern cross, 2/13/1915",Unknown,M,New South Wales,Sydney Harbor,Unknown,swimming,other
08-Nov,,1853,Unprovoked,australia,"maitland mercury, 11/19/1853",Unknown,M,New South Wales,,N,swimming,other
28-Sep,Fall,1853,Unprovoked,usa,"c. creswell, gsaf; washington post, 10/7/1883, p.2",Unknown,M,North Carolina,"Morehead, Carteret County",N,other,white shark
Unknown,Unknown,1853,Unprovoked,usa,democratic banner 8/5/1853,Unknown,M,South Carolina,"Charleston Harbor, Charleston County",Y,swimming,tiger shark
29-Apr,,1853,Unprovoked,greece,"south australian register, 5/8/1854",Unknown,M,Corfu,,N,swimming,other
Unknown,Unknown,1853,Unprovoked,australia,"brisbane courier, 1/28/1909",Unknown,M,Queensland,Moreton Bay,Y,other,other
Unknown,Unknown,1853,Unprovoked,usa,"fort wayne gazette, 1/24/1897",Unknown,M,North Carolina,"Morehead, Carteret County",N,other,white shark
Unknown,Unknown,1853,Invalid,usa,"w. h. gregg, p.21",Unknown,M,South Carolina,Off the Battery,Unknown,boating,other
Unknown,Unknown,1853,Unprovoked,usa,"w. h. gregg, p.22",Unknown,M,Florida,"Near Fernandina Bar, Nassau County ",Y,other,other
19-Dec,,1852,Invalid,australia,"maitland mercury & hunter river general advertiser, 12/25/1952",Unknown,M,New South Wales,"Clark's Island, Sydney Harbor",Unknown,swimming,other
Unknown,Unknown,1852,Provoked,pacific ocean,"maitland mercury, 10/23/1852",Unknown,M,Unknown,,N,fishing,other
Unknown,Unknown,1852,Unprovoked,australia,"maitland mercury, 10/09/1852",Unknown,M,New South Wales,Coalcliff,Y,other,other
07-Aug,,1852,Unprovoked,tonga,"courier, 1/3/1853",Unknown,M,Tongatapu,,Y,other,other
Unknown,Unknown,1852,Unprovoked,usa,"dixon telegraph, 8/14/1852",Unknown,M,Virginia,Norfolk,Y,swimming,other
28-Jul,,1852,Invalid,atlantic ocean,norway heritage,1,F,Unknown,,Unknown,other,other
24-May,,1852,Unprovoked,south africa,"m. levine, gsaf; natal times, 6/4/1852",Unknown,M,Kwazulu-Natal,Durban Bay,Y,swimming,other
26-Feb,,1852,Sea Disaster,south africa,"d. davies, pp.182-184; m. levine, gsaf",Unknown,M,Western Cape Province,Danger Point,Y,other,white shark
Unknown,Unknown,1852,Unprovoked,new zealand,"ref: h. blake, sixty years in new zealand, pp. 112-116 v. m. coppleson (1962], page 247",Unknown,M,Unknown,Wellington Harbor,Y,swimming,other
Unknown,Unknown,1852,Unprovoked,usa,"w. h. gregg, p. 21",Unknown,M,South Carolina,"Mount Pleasant, Charleston County",Y,wading,other
Unknown,Unknown,1851,Unprovoked,mexico,"daily free democrat (milwaukee, wi) 6/16/1851",Unknown,M,Oaxaca,Tehuantepec Harbor,Y,other,other
Unknown,Unknown,1851,Unprovoked,usa,"the friend (honolulu), 3/8/1851",Unknown,M,Hawaii,Honolulu Harbor,Y,swimming,other
Unknown,Unknown,1851,Unprovoked,usa,"the perry chief, 10/16/1875",Unknown,M,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",N,other,other
21-Oct,Fall,1850,Unprovoked,usa,"polynesian, 10/26/1850",Unknown,M,Hawaii,,Y,swimming,other
Unknown,Unknown,1850,Unprovoked,nicaragua,"e. squier, 1852, vol. 1",Unknown,M,Lake Nicaragua (Fresh Water),"Granada, Granada Department",Y,other,other
09-Dec,,1849,Unprovoked,australia,"t.h. huxley's diary, 1935, pp.285-286; g.p. whitley, p.259",Unknown,M,New South Wales,Sydney Harbor,Y,other,other
01-Dec,,1849,Unprovoked,australia,"moreton bay courier, 12/15/1849",Unknown,M,New South Wales,"Woolloomooloo, Sydney Harbor (Estuary)",Y,other,other
04-Oct,,1849,Unprovoked,peru,"muncie evening press, 8/6/1913",Unknown,M,Unknown,Tumbez,Y,swimming,other
19-Sep,,1849,Unprovoked,australia,"maitland mercury & hunter river general advertiser, 10/10/1849",Unknown,M,Victoria,Warrnambool,Y,swimming,other
08-Jun,Summer,1849,Unprovoked,usa,"adams sentinel, 8/6/1849",Unknown,M,Florida,"Pensacola, Escambia County",Y,other,other
08-Jun,Summer,1849,Unprovoked,usa,"adams sentinel, 8/6/1849",Unknown,F,Florida,"Pensacola, Escambia County",Y,other,other
27-Jan,,1849,Invalid,australia,"maitland mercury, 2/3/1849",Unknown,M,New South Wales,Sydney,Unknown,boating,other
31-Aug,Summer,1848,Unprovoked,usa,"adams sentinel, 9/4/1848",15,M,Maryland,Patapsco River,N,swimming,other
Unknown,Unknown,1848,Invalid,usa,"new orleans crescent, 7/17/1858",Unknown,M,Massachusetts,Cape Cod,Unknown,other,other
Unknown,Unknown,1848,Unprovoked,england,"c. moore, citing r. peirce",Unknown,M,Norfolk,Hunstanton,N,other,other
30-Nov,,1847,Unprovoked,australia,"moreton bay courier, 12.4/1847",Unknown,M,Queensland,Brisbane River,N,swimming,other
10-Sep,Fall,1847,Unprovoked,usa,louisville daily courier. 9/16/1847,Unknown,M,Massachusetts,"Chelsea Beach, Suffolk County",N,wading,other
19-Jul,,1847,Unprovoked,greece,i. fergusson; a. buttigieg; m. bardanis,19,M,Corfu,Off the harbor wall at Mandrakina,Y,swimming,other
Unknown,Unknown,1847,Unprovoked,usa,"polynesian, 7/3/1847",Unknown,M,Hawaii,,N,other,other
11-Mar,,1847,Sea Disaster,australia,"the queenslander, 3/12/1921",Unknown,M,Queensland,Moreton Bay,N,other,other
12-Feb,,1847,Sea Disaster,mexico,"the guardian, 3/26/1858",Unknown,Unknown,Unknown,,Y,other,other
Unknown,Unknown,1847,Unprovoked,australia,narrative of the voyage of hms rattlesnake 1846-1850,Unknown,Unknown,Queensland,Moreton Bay,N,other,other
Unknown,Unknown,1847,Invalid,usa,"w.h. gregg, pp. 21-22",Unknown,M,South Carolina,"Charleston Harbor, Charleston County",Unknown,swimming,other
Unknown,Unknown,1847,Unprovoked,usa,"w.h. greg, p.21",Unknown,M,South Carolina,,N,other,other
08-Dec,,1846,Sea Disaster,mexico,"report of the loss of the somers, j.h.w.",Unknown,M,Veracruz,Vera Cruz,Y,other,other
Unknown,Unknown,1846,Unprovoked,unknown,"hartford courant, 9/30/1846",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1846,Unprovoked,cuba,"new york tribune, 9/2/1846",Unknown,M,Havana Province,Havana Harbor,N,other,other
26-Dec,,1845,Unprovoked,australia,the maitland mercury & hunter river general advertiser 11/18/1893,Unknown,M,New South Wales,Newcastle ,Y,fishing,other
04-Nov,,1845,Unprovoked,mexico,"new york tribune, 12/15/1845",Unknown,M,Vera Cruz,Vera Cruz,Y,other,other
Unknown,Unknown,1845,Unprovoked,england,c. moore. gsaf,Unknown,M,Unknown,,N,other,other
Unknown,Unknown,1845,Unprovoked,usa,"tioga eagle, 9/10/1845",Unknown,M,Florida,"Pensacola Bay, Escambia County",Y,other,other
Unknown,Unknown,1845,Unprovoked,usa,"times-picayune, 7/31/1845",Unknown,M,Florida,"Pensacola Bay, Escambia County",Y,other,other
Unknown,Unknown,1845,Unprovoked,sierra leone,journal of an african cruiser,Unknown,M,Unknown,,Y,other,other
20-Jul,,1844,Unprovoked,namibia,"colonial times, 5/24/1845",Unknown,M,Unknown,,Y,boating,other
Unknown,Unknown,1844,Unprovoked,algeria,"c. moore, gsaf",Unknown,M,Unknown,Cape Matifou,Y,swimming,other
24-May,,1844,Unprovoked,unknown,"tioga eagle, 7/31/1844",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1844,Unprovoked,madagascar,gsaf,Unknown,M,Unknown,,Y,other,other
13-Jul,Summer,1842,Unprovoked,usa,"brooklyn evening star, 7/14/1842",15,M,New Jersey,"Absecon, Atlantic County",N,swimming,other
06-Jul,Summer,1842,Provoked,usa,"new york evening post, 7/11/1842",Unknown,Unknown,New Jersey,"Absecon, Atlantic County",N,other,other
Unknown,Unknown,1842,Unprovoked,india,"tioga eagle, 10/26/1842",Unknown,M,Tamil Nadu, Chennai (formerly Madras),Y,surfing,other
Unknown,Unknown,1842,Unprovoked,australia,"v.m. coppleson (1933), p.450",Unknown,M,New South Wales,Sydney Harbor,N,other,other
27-Mar,,1841,Unprovoked,australia,"sydney gazette, 4/27/1841",Unknown,M,New South Wales,"Cockatoo Island, Sydney",Y,other,other
Unknown,Unknown,1840,Unprovoked,australia,"g.p. whitley, p.259; l. schultz & m. malin, p.523",Unknown,M,New South Wales,"Off Domain, Sydney Harbor",Y,swimming,other
Unknown,Unknown,1840,Unprovoked,fiji,"hobart town courier, 9/18/1840",Unknown,M,Unknown,Rewa ,N,other,other
Unknown,Unknown,1840,Unprovoked,usa,"c. creswell, gsaf",Unknown,M,South Carolina,"Charleston Harbor, Charleston County",Y,other,other
Unknown,Unknown,1840,Unprovoked,west indies,"long-island star, 4/9/1840",Unknown,M,Unknown,,Y,swimming,other
Unknown,Unknown,1840,Watercraft,australia,"c. black, gsaf",Unknown,Unknown,Tasmania,George Town Cove,N,other,other
17-Nov,,1839,Invalid,australia,"h.d. baldridge, p.146",Unknown,M,New South Wales,,Unknown,other,other
14-Apr,,1839,Unprovoked,cuba,"daily courant, 5/31/1839",Unknown,M,Unknown,Matanzas,Y,boating,other
Unknown,Unknown,1839,Unprovoked,australia,"g. dunderdale, the book of the bush",Unknown,M,South Australia,"Horn Point, Lady's Bay",Y,boating,other
Unknown,Unknown,1839,Unprovoked,fiji,j. garrett; t. kanailagi,29,M,Unknown,Rewa ,N,other,other
09-Sep,Fall,1837,Unprovoked,usa,"c. creswell, gsaf; j. hair, pp.65-66",Unknown,M,South Carolina,"Magwoods Wharf, Charleston Harbor, Charleston County",N,other,other
Unknown,Unknown,1837,Unprovoked,usa,"public ledger, 7.13/1837",Unknown,M,New York,New York,N,other,other
17-Jan,,1837,Unprovoked,australia,"gazette (sydney) 1/31/1837; proc. royal aust. hist. scty, i, part 2, 1924; g.p. whitley, p.14; sharpe, p. 87",12,M,New South Wales,Macleay River,Y,other,other
Unknown,Unknown,1837,Invalid,usa,w. h. gregg,Unknown,M,South Carolina, Southern Wharf ,Unknown,other,other
Unknown,Unknown,Unknown,Unprovoked,england,"c. moore, gsaf",Unknown,M,Cumberland,Whitehaven,Y,swimming,other
Unknown,Unknown,1836,Invalid,spain,"c. moore, gsaf",Unknown,Unknown,Unknown,,Unknown,other,other
Unknown,Unknown,1836,Unprovoked,australia,"a. sharpe, p.119",Unknown,Unknown,South Australia,,Unknown,other,other
Unknown,Unknown,1835,Unprovoked,vanuatu,"sydney gazette, 2/21/1835",Unknown,M,Sanma Province,"Bay of Yago, Espiritu Santo Island",Y,other,other
06-Jan,,1835,Unprovoked,unknown,"g.p. whitley, p. 259",Unknown,M,Unknown,Alongside the whaler Marianne,N,other,other
Unknown,Unknown,1834,Unprovoked,french polynesia,"republican banner, 7/15/1834",Unknown,F,Unknown,Tahiti,Y,swimming,hammerhead
04-Jun,,1832,Unprovoked,australia,"sydney herald, 6/11/1832",Unknown,F,New South Wales,"South Head, Sydney",N,fishing,other
Unknown,Unknown,1832,Unprovoked,australia,"sydney herald, 1/23/1832",Unknown,M,New South Wales,Sydney,N,other,other
24-Aug,Summer,1831,Watercraft,usa,"new york evening post, 9/14/1831",Unknown,M,Cuba,Near Havana,Y,other,other
Unknown,Unknown,1831,Invalid,australia,"c. black, gsaf; sydney gazette, 1/22/1831",Unknown,M,Tasmania,Hobart,Unknown,boating,other
26-Jul,Summer,1830,Unprovoked,usa,"huron sun, 8/3/1830",52,M,Massachusetts,"Swampscott, Essex County",Y,fishing,other
Unknown,Unknown,1830,Unprovoked,india,"madras courier, 7/2/1830",Unknown,M,Tamil Nadu,Madras,Y,other,other
30-Apr,,1830,Unprovoked,india,"madras gazette, 5/1/1830",Unknown,M,Tamil Nadu,St. Thom ,Y,other,other
Unknown,Unknown,1830,Unprovoked,unknown,"the torchlight & public advertiser, 4/22/1830",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1829,Unprovoked,sierra leone,"hagerstown mail, 7/3/1829",Unknown,M,Western Area,,N,other,other
10-Jun,Summer,1829,Unprovoked,usa,"the evening post, 6/12/1829",Unknown,M,New Jersey,"Sandy Hook Bay, Highlands, Monmouth County",Y,other,other
Unknown,Unknown,1829,Sea Disaster,unknown,"the times, 12/14/1829",Unknown,M,Unknown,Between St. Bart's and Saba,Y,other,other
28-Sep,,1828,Unprovoked,sierra leone,account by j. boyle,17,M,Western Area,"River Sierra Leone, 35 miles  upriver from Freetown",N,other,other
Unknown,Unknown,1828,Unprovoked,usa,"j. borg, p.68; l. taylor (1993), pp.94-95",Unknown,M,Hawaii,"Uo, Lahaina, Maui",Y,surfing,other
Unknown,Unknown,1827,Unprovoked,sierra leone,edinburgh advertiser. 9/12/1828,Unknown,M,Western Area,Tombo Island in the Sierra Leone River,N,swimming,other
Unknown,Unknown,1827,Unprovoked,sierra leone,edinburgh advertiser. 9/12/1828,Unknown,M,Western Area,Tombo Island in the Sierra Leone River,N,swimming,other
Unknown,Unknown,1827,Unprovoked,egypt,"c. moore, gsaf",Unknown,M,Unknown,Alexandria,Y,other,other
Unknown,Unknown,1826,Unprovoked,brazil,book of the ocean,Unknown,M,Paraiba,Paraiba,N,other,other
Unknown,Unknown,1826,Unprovoked,ghana,"sydney gazette and new south wales advertiser, 7/25/1827",Unknown,M,Unknown,,Y,other,other
28-Aug,,1826,Sea Disaster,cuba,edinburgh advertiser. 10/20/1826,Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1826,Unprovoked,england,"the times (london), 8/15/1826",Unknown,Unknown,Cumberland,Whitehaven,Unknown,other,other
Unknown,Unknown,1826,Unprovoked,jamaica,"the times, 7/19/1826",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1825,Unprovoked,australia,"c. black, gsaf, g.t. lloyd, pp.79-81; c. black pp. 142-147",Unknown,M,Tasmania,"Sweet Water Point, Pitt Water",Y,swimming,other
Unknown,Unknown,1825,Invalid,australia,"c. black, gsaf",Unknown,M,Western Australia,South Bruny Island,N,other,other
Unknown,Unknown,1823,Invalid,jamaica,unknown,Unknown,Unknown,Unknown,,Unknown,other,other
15-Apr,,1822,Unprovoked,nigeria,"times of london, 8/5/1822, p. 2",Unknown,Unknown,Unknown,Bonny River,Y,other,other
Unknown,Unknown,1819,Invalid,spain,"c. moore, gsaf",Unknown,M,Unknown,Cadiz,Unknown,other,other
Unknown,Unknown,1818,Invalid,norway,"c. moore, gsaf",Unknown,M,Unknown,Her y,Unknown,other,other
24-Jun,Summer,1817,Unprovoked,usa,"the times, 6/25/1817",Unknown,M,South Carolina,"Charleston Harbor, Charleston County",Y,swimming,other
15-Jun,,1817,Unprovoked,india,edinburgh advertiser. 2/3/1818,Unknown,M,Maharashtra,Bombay (now Mumbai),Y,swimming,other
11-May,,1817,Unprovoked,sri lanka,edinburgh advertiser. 11/4/1817; r. desilva,22,M,Western Province,Colombo,Y,swimming,other
22-Feb,,1817,Unprovoked,sri lanka,j. kennedy,Unknown,M,Unknown,Gulf of Mannar,N,diving,other
Unknown,Unknown,1816,Unprovoked,usa,"connecticut courant, 9/3/1816",Unknown,M,Unknown,Bristol Harbor,Y,swimming,other
Unknown,Unknown,1815,Unprovoked,tobago,"c.moore, gsaf",Unknown,M,Unknown,Scarborough Bay,Y,other,other
Unknown,Unknown,1812,Unprovoked,england,"c. moore, gsaf",Unknown,M,Devon,Mill Bay,N,swimming,mako shark
01-Mar,,1811,Unprovoked,unknown,journal of captain marryat,Unknown,M,Unknown,,Y,other,other
15-Sep,Fall,1810,Unprovoked,usa,"hartford courant, 10/3/1810",Unknown,M,South Carolina,Charleston,Y,other,other
Unknown,Unknown,1808,Unprovoked,jamaica,"the observer, 12/25/1808",Unknown,M,Kingston Parish,Port Royal Harbour,Y,swimming,other
Unknown,Unknown,1808,Sea Disaster,antigua,"london observer, 5/1/1808",Unknown,Unknown,Unknown,Falmouth Harbour,Unknown,other,other
07-Feb,,1808,Unprovoked,india,"the observer, 2/7/1808",Unknown,M,Unknown,Hooghly River,Y,other,other
12-Jan,,1807,Unprovoked,australia,"j. green, p.31",Unknown,M,New South Wales,"Cockle Bay, Sydney Harbour",N,other,other
Unknown,Unknown,1896,Sea Disaster,usa,"evening post, 9/6/1806",Unknown,M,Unknown,,Unknown,other,other
Unknown,Unknown,1805,Invalid,usa,s.l. mitchill (1814),Unknown,M,New York,"Sag Harbor, Suffolk County",Unknown,other,other
Unknown,Unknown,1804,Watercraft,australia,"sydney gazette, 2/26/1804",Unknown,Unknown,New South Wales,"Georges Head, off Port Jackson",N,other,other
Unknown,Unknown,1803,Sea Disaster,usa,"evening post, 6/13/1803",Unknown,M,South Carolina,Off Charleston,N,other,other
Unknown,Unknown,1803,Unprovoked,java,tales of travellers a view of the world october 1836: andrew currie,13,M,Orange Point,,N,swimming,other
Unknown,Unknown,1803,Unprovoked,australia,unknown,Unknown,M,Western Australia,"Hamelin Harbour, at Faure Island",N,other,other
Unknown,Unknown,1802,Unprovoked,india,evening post (new york) 4/13/1802,Unknown,Unknown,Unknown,,Y,other,other
Unknown,Unknown,1801,Provoked,unknown,"the evening post, 12/18/1801",Unknown,Unknown,Unknown,,Y,other,other
Unknown,Unknown,1800,Unprovoked,seychelles,v. c. harvey-brain,Unknown,F,St. Anne,,Y,boating,other
Unknown,Unknown,1797,Unprovoked,unknown,the observer 5/28/1797,Unknown,Unknown,Unknown,,Y,other,other
12-Sep,,1792,Provoked,england,"the waterford herald, 9/15/1792",Unknown,M,Unknown,On the Thames River,Y,fishing,other
Unknown,Unknown,1791,Unprovoked,australia,"g.p. whitley;  d. baldridge, p.162",Unknown,F,New South Wales,Port Jackson,Y,other,other
10-May,,1788,Watercraft,australia,"g.p. whitley citing j. cobley, sydney cove, p. 138",Unknown,Unknown,New South Wales,Sydney Harbor,N,fishing,other
05-Jul,,1787,Unprovoked,unknown,"h.r. janisch (1885), extracts from the st. helena archives",Unknown,M,St Helena,Landing Place,Y,swimming,other
Unknown,Unknown,1786,Unprovoked,barbados,"belfast evening post, 8/10/1786",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1785,Unprovoked,england,"c. moore, gsaf",Unknown,M,Sussex,Brighton,Y,other,tiger shark
12-Dec,,1784,Unprovoked,jamaica,"the pennsylvaia gazette, 3/16/1785",Unknown,M,Unknown,Kingston,Y,swimming,other
02-Mar,,1783,Sea Disaster,martinique,"c.moore, gsaf",Unknown,M,Unknown,Foundering of the privateer Holker,Y,other,other
08-Aug,Summer,1780,Unprovoked,usa,"c.moore, gsaf",Unknown,M,Florida,"Pensacola Harbor, Escambia County",Y,swimming,other
Unknown,Unknown,1779,Unprovoked,usa,"g.h. balazs; j. borg, p.68; l. taylor (1993), pp.94-95",20,M,Hawaii,"Maliu, Hawai'i",Y,surfing,other
Unknown,Unknown,1776,Unprovoked,guinea,t. pennant,Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1776,Watercraft,greenland,t. pennant,Unknown,Unknown,Unknown,,Y,other,white shark
